"","ID","Chrom","Start","Stop","Strand","Name"
"ENSMUSG00000002968","ENSMUSG00000002968","chr7",44876765,44892712,"-","Med25"
"ENSMUSG00000109198","ENSMUSG00000109198","chr7",44894305,44898099,"-","D7Bwg0826e"
"ENSMUSG00000011658","ENSMUSG00000011658","chr7",44896079,44902631,"+","Fuz"
"ENSMUSG00000060279","ENSMUSG00000060279","chr7",44900373,44929496,"-","Ap2a1"
"ENSMUSG00000059891","ENSMUSG00000059891","chr7",44943204,44958035,"+","Tsks"
"ENSMUSG00000007783","ENSMUSG00000007783","chr7",44959372,44974851,"-","Cpt1c"
"ENSMUSG00000109111","ENSMUSG00000109111","chr7",44970429,44974303,"+","6530437J22Rik"
"ENSMUSG00000109324","ENSMUSG00000109324","chr7",44975989,44986568,"-","Prmt1"
"ENSMUSG00000087138","ENSMUSG00000087138","chr7",44986900,44994597,"+","Gm15545"
"ENSMUSG00000003190","ENSMUSG00000003190","chr7",44991222,44998712,"-","Bcl2l12"
"ENSMUSG00000003184","ENSMUSG00000003184","chr7",44997648,45002848,"+","Irf3"
"ENSMUSG00000038406","ENSMUSG00000038406","chr7",45002948,45016363,"-","Scaf1"
"ENSMUSG00000038387","ENSMUSG00000038387","chr7",45017961,45021647,"+","Rras"
"ENSMUSG00000046574","ENSMUSG00000046574","chr7",45027563,45052881,"-","Prr12"
"ENSMUSG00000007837","ENSMUSG00000007837","chr7",45053584,45062677,"-","Prrg2"
"ENSMUSG00000003421","ENSMUSG00000003421","chr7",45062429,45078210,"+","Nosip"
"ENSMUSG00000019539","ENSMUSG00000019539","chr7",45082913,45092221,"-","Rcn3"
"ENSMUSG00000003420","ENSMUSG00000003420","chr7",45092990,45103851,"-","Fcgrt"
"ENSMUSG00000065495","ENSMUSG00000065495","chr7",45121757,45121821,"+","Mir150"
"ENSMUSG00000110279","ENSMUSG00000110279","chr7",45121917,45124144,"+","Gm45552"
"ENSMUSG00000003429","ENSMUSG00000003429","chr7",45122379,45124439,"-","Rps11"
"ENSMUSG00000074129","ENSMUSG00000074129","chr7",45125558,45128761,"-","Rpl13a"
"ENSMUSG00000065818","ENSMUSG00000065818","chr7",45126346,45126435,"-","Snord35a"
"ENSMUSG00000065878","ENSMUSG00000065878","chr7",45126601,45126670,"-","Snord34"
"ENSMUSG00000065219","ENSMUSG00000065219","chr7",45127382,45127464,"-","Snord32a"
"ENSMUSG00000110206","ENSMUSG00000110206","chr7",45129788,45136432,"-","Flt3l"
"ENSMUSG00000007833","ENSMUSG00000007833","chr7",45140684,45154584,"-","Aldh16a1"
"ENSMUSG00000003423","ENSMUSG00000003423","chr7",45154303,45160065,"+","Pih1d1"
"ENSMUSG00000070570","ENSMUSG00000070570","chr7",45163949,45176142,"+","Slc17a7"
"ENSMUSG00000038292","ENSMUSG00000038292","chr7",45183624,45204892,"-","Ccdc155"
"ENSMUSG00000030792","ENSMUSG00000030792","chr7",45207519,45212147,"-","Dkkl1"
"ENSMUSG00000030796","ENSMUSG00000030796","chr7",45215753,45233644,"+","Tead2"
"ENSMUSG00000030798","ENSMUSG00000030798","chr7",45233632,45239115,"-","Cd37"
"ENSMUSG00000094152","ENSMUSG00000094152","chr7",45241085,45273367,"+","Slc6a16"
"ENSMUSG00000070568","ENSMUSG00000070568","chr7",45277513,45288998,"+","Slc6a21"
"ENSMUSG00000038260","ENSMUSG00000038260","chr7",45302632,45333780,"-","Trpm4"
"ENSMUSG00000046721","ENSMUSG00000046721","chr7",45324965,45325617,"+","Rpl14-ps1"
"ENSMUSG00000038239","ENSMUSG00000038239","chr7",45335290,45338974,"+","Hrc"
"ENSMUSG00000003863","ENSMUSG00000003863","chr7",45339122,45367019,"-","Ppfia3"
"ENSMUSG00000003872","ENSMUSG00000003872","chr7",45367891,45370583,"-","Lin7b"
"ENSMUSG00000063511","ENSMUSG00000063511","chr7",45376453,45395742,"-","Snrnp70"
"ENSMUSG00000084519","ENSMUSG00000084519","chr7",45388531,45388684,"+","Gm22478"
"ENSMUSG00000038201","ENSMUSG00000038201","chr7",45405653,45409763,"+","Kcna7"
"ENSMUSG00000074121","ENSMUSG00000074121","chr7",45413695,45417179,"+","Ntf5"
"ENSMUSG00000118462","ENSMUSG00000118462","chr7",45418353,45421854,"+","AC151602.1"
"ENSMUSG00000003868","ENSMUSG00000003868","chr7",45421760,45438096,"-","Ruvbl2"
"ENSMUSG00000003865","ENSMUSG00000003865","chr7",45434844,45456619,"+","Gys1"
"ENSMUSG00000050708","ENSMUSG00000050708","chr7",45457944,45459884,"-","Ftl1"
"ENSMUSG00000110350","ENSMUSG00000110350","chr7",45459469,45460300,"+","Gm10252"
"ENSMUSG00000003873","ENSMUSG00000003873","chr7",45461697,45466898,"-","Bax"
"ENSMUSG00000011382","ENSMUSG00000011382","chr7",45470987,45488805,"-","Dhdh"
"ENSMUSG00000023467","ENSMUSG00000023467","chr7",45481877,45523632,"+","Tulp2"
"ENSMUSG00000030824","ENSMUSG00000030824","chr7",45490458,45510406,"-","Nucb1"
"ENSMUSG00000040435","ENSMUSG00000040435","chr7",45522916,45526268,"-","Ppp1r15a"
"ENSMUSG00000040428","ENSMUSG00000040428","chr7",45526330,45554229,"+","Plekha4"
"ENSMUSG00000110144","ENSMUSG00000110144","chr7",45550534,45551615,"-","Gm45564"
"ENSMUSG00000030825","ENSMUSG00000030825","chr7",45554893,45567752,"+","Hsd17b14"
"ENSMUSG00000109644","ENSMUSG00000109644","chr7",45567794,45575327,"-","0610005C13Rik"
"ENSMUSG00000030826","ENSMUSG00000030826","chr7",45570153,45589711,"+","Bcat2"
"ENSMUSG00000008461","ENSMUSG00000008461","chr7",45617289,45621059,"+","Fut1"
"ENSMUSG00000044562","ENSMUSG00000044562","chr7",45627488,45639093,"+","Rasip1"
"ENSMUSG00000042918","ENSMUSG00000042918","chr7",45639977,45646521,"+","Mamstr"
"ENSMUSG00000055978","ENSMUSG00000055978","chr7",45648591,45666394,"-","Fut2"
"ENSMUSG00000040364","ENSMUSG00000040364","chr7",45677686,45694402,"-","Sec1"
"ENSMUSG00000070564","ENSMUSG00000070564","chr7",45684022,45694556,"+","Ntn5"
"ENSMUSG00000003273","ENSMUSG00000003273","chr7",45699843,45704682,"+","Car11"
"ENSMUSG00000059824","ENSMUSG00000059824","chr7",45705088,45710203,"+","Dbp"
"ENSMUSG00000057342","ENSMUSG00000057342","chr7",45709467,45718002,"-","Sphk2"
"ENSMUSG00000059070","ENSMUSG00000059070","chr7",45715457,45720836,"+","Rpl18"
"ENSMUSG00000054161","ENSMUSG00000054161","chr7",45721212,45729492,"+","Fam83e"
"ENSMUSG00000003271","ENSMUSG00000003271","chr7",45729983,45784669,"-","Sult2b1"
"ENSMUSG00000062044","ENSMUSG00000062044","chr7",45783738,45804144,"+","Lmtk3"
"ENSMUSG00000003269","ENSMUSG00000003269","chr7",45806637,45814581,"-","Cyth2"
"ENSMUSG00000053801","ENSMUSG00000053801","chr7",45825223,45830944,"-","Grwd1"
"ENSMUSG00000002771","ENSMUSG00000002771","chr7",45831883,45878378,"-","Grin2d"
"ENSMUSG00000002778","ENSMUSG00000002778","chr7",45872772,45883732,"+","Kdelr1"
"ENSMUSG00000040231","ENSMUSG00000040231","chr7",45885222,45896714,"-","Syngr4"
"ENSMUSG00000002781","ENSMUSG00000002781","chr7",45896941,45917413,"+","Tmem143"
"ENSMUSG00000040212","ENSMUSG00000040212","chr7",45918023,45921404,"-","Emp3"
"ENSMUSG00000040189","ENSMUSG00000040189","chr7",45924072,45948963,"+","Ccdc114"
"ENSMUSG00000030834","ENSMUSG00000030834","chr7",45967555,46030302,"-","Abcc6"
"ENSMUSG00000109702","ENSMUSG00000109702","chr7",45972412,45973990,"+","Gm45674"
"ENSMUSG00000030835","ENSMUSG00000030835","chr7",46033698,46084212,"+","Nomo1"
"ENSMUSG00000009487","ENSMUSG00000009487","chr7",46240987,46311434,"+","Otog"
"ENSMUSG00000030839","ENSMUSG00000030839","chr7",46443154,46639807,"-","Sergef"
"ENSMUSG00000110010","ENSMUSG00000110010","chr7",46682838,46685383,"-","Gm45629"
"ENSMUSG00000006763","ENSMUSG00000006763","chr7",46686108,46710680,"-","Saal1"
"ENSMUSG00000014418","ENSMUSG00000014418","chr7",46760466,46796064,"-","Hps5"
"ENSMUSG00000006599","ENSMUSG00000006599","chr7",46796103,46823800,"+","Gtf2h1"
"ENSMUSG00000087298","ENSMUSG00000087298","chr7",46820864,46821417,"-","Gm9392"
"ENSMUSG00000063229","ENSMUSG00000063229","chr7",46841475,46855627,"+","Ldha"
"ENSMUSG00000030851","ENSMUSG00000030851","chr7",46861203,46878142,"+","Ldhc"
"ENSMUSG00000014402","ENSMUSG00000014402","chr7",46888949,46919969,"-","Tsg101"
"ENSMUSG00000043262","ENSMUSG00000043262","chr7",46923216,46958527,"-","Uevld"
"ENSMUSG00000109231","ENSMUSG00000109231","chr7",46927813,46929424,"-","Gm45737"
"ENSMUSG00000056509","ENSMUSG00000056509","chr7",46983580,46987803,"+","Gm9999"
"ENSMUSG00000049516","ENSMUSG00000049516","chr7",46990396,47008411,"-","Spty2d1"
"ENSMUSG00000010307","ENSMUSG00000010307","chr7",47050601,47054777,"+","Tmem86a"
"ENSMUSG00000074109","ENSMUSG00000074109","chr7",48478619,48499321,"-","Mrgprx2"
"ENSMUSG00000030471","ENSMUSG00000030471","chr7",48789003,48827440,"+","Zdhhc13"
"ENSMUSG00000109317","ENSMUSG00000109317","chr7",48796302,48799409,"+","Gm45041"
"ENSMUSG00000046179","ENSMUSG00000046179","chr7",48866429,48881596,"-","E2f8"
"ENSMUSG00000085995","ENSMUSG00000085995","chr7",48877958,48913040,"+","Gm2788"
"ENSMUSG00000052512","ENSMUSG00000052512","chr7",48908716,49610090,"+","Nav2"
"ENSMUSG00000109051","ENSMUSG00000109051","chr7",49346094,49349083,"+","Gm44913"
"ENSMUSG00000102148","ENSMUSG00000102148","chr7",49469712,49471710,"+","Gm38059"
"ENSMUSG00000039745","ENSMUSG00000039745","chr7",49759115,49773975,"+","Htatip2"
"ENSMUSG00000030505","ENSMUSG00000030505","chr7",49778346,49858265,"+","Prmt3"
"ENSMUSG00000109154","ENSMUSG00000109154","chr7",49814202,49820590,"+","Gm44822"
"ENSMUSG00000039728","ENSMUSG00000039728","chr7",49910146,49963856,"+","Slc6a5"
"ENSMUSG00000055409","ENSMUSG00000055409","chr7",49974864,50866608,"+","Nell1"
"ENSMUSG00000109202","ENSMUSG00000109202","chr7",51152817,51155424,"-","Gm21037"
"ENSMUSG00000108963","ENSMUSG00000108963","chr7",51170517,51176537,"+","Gm16478"
"ENSMUSG00000030500","ENSMUSG00000030500","chr7",51622006,51671119,"+","Slc17a6"
"ENSMUSG00000108957","ENSMUSG00000108957","chr7",51855585,51860049,"+","Gm45235"
"ENSMUSG00000092118","ENSMUSG00000092118","chr7",51860577,51862267,"-","Fancf"
"ENSMUSG00000030498","ENSMUSG00000030498","chr7",51862015,51994975,"+","Gas2"
"ENSMUSG00000074093","ENSMUSG00000074093","chr7",51997171,52006018,"-","Svip"
"ENSMUSG00000051504","ENSMUSG00000051504","chr7",55768178,55778925,"+","Siglech"
"ENSMUSG00000033790","ENSMUSG00000033790","chr7",55794154,55831677,"+","Tubgcp5"
"ENSMUSG00000030447","ENSMUSG00000030447","chr7",55841745,55932602,"+","Cyfip1"
"ENSMUSG00000092526","ENSMUSG00000092526","chr7",55902602,55903311,"-","Gm17907"
"ENSMUSG00000108701","ENSMUSG00000108701","chr7",55927177,55928908,"-","Gm44616"
"ENSMUSG00000030452","ENSMUSG00000030452","chr7",55931287,55962476,"-","Nipa2"
"ENSMUSG00000087178","ENSMUSG00000087178","chr7",55962531,55980868,"+","A230056P14Rik"
"ENSMUSG00000108358","ENSMUSG00000108358","chr7",55973519,55974842,"-","Gm44509"
"ENSMUSG00000047037","ENSMUSG00000047037","chr7",55977567,56019954,"-","Nipa1"
"ENSMUSG00000108443","ENSMUSG00000108443","chr7",56012948,56017479,"-","Gm44510"
"ENSMUSG00000108659","ENSMUSG00000108659","chr7",56038866,56049974,"-","Gm34121"
"ENSMUSG00000030451","ENSMUSG00000030451","chr7",56050196,56231800,"+","Herc2"
"ENSMUSG00000108347","ENSMUSG00000108347","chr7",56216362,56217253,"-","Gm19187"
"ENSMUSG00000030450","ENSMUSG00000030450","chr7",56239760,56536518,"+","Oca2"
"ENSMUSG00000055078","ENSMUSG00000055078","chr7",57407672,57510059,"-","Gabra5"
"ENSMUSG00000033676","ENSMUSG00000033676","chr7",57419692,57828802,"+","Gabrb3"
"ENSMUSG00000025324","ENSMUSG00000025324","chr7",58656166,58829420,"+","Atp10a"
"ENSMUSG00000109536","ENSMUSG00000109536","chr7",59223847,59254788,"-","9330162G02Rik"
"ENSMUSG00000025326","ENSMUSG00000025326","chr7",59228750,59311536,"+","Ube3a"
"ENSMUSG00000100826","ENSMUSG00000100826","chr7",59307924,59975759,"-","Snhg14"
"ENSMUSG00000109157","ENSMUSG00000109157","chr7",59318631,59321823,"+","Gm44829"
"ENSMUSG00000000948","ENSMUSG00000000948","chr7",59974149,60005064,"-","Gm38393"
"ENSMUSG00000102252","ENSMUSG00000102252","chr7",59982495,60140219,"-","Snrpn"
"ENSMUSG00000047370","ENSMUSG00000047370","chr7",60155609,60156100,"+","Gm7367"
"ENSMUSG00000033585","ENSMUSG00000033585","chr7",62346569,62350262,"+","Ndn"
"ENSMUSG00000056972","ENSMUSG00000056972","chr7",62377010,62381640,"+","Magel2"
"ENSMUSG00000070527","ENSMUSG00000070527","chr7",62417593,62420139,"-","Mkrn3"
"ENSMUSG00000070526","ENSMUSG00000070526","chr7",62461871,62464510,"-","Peg12"
"ENSMUSG00000030525","ENSMUSG00000030525","chr7",63098692,63212569,"-","Chrna7"
"ENSMUSG00000109057","ENSMUSG00000109057","chr7",63134164,63136290,"-","Gm44741"
"ENSMUSG00000033510","ENSMUSG00000033510","chr7",63444751,63759028,"+","Otud7a"
"ENSMUSG00000081788","ENSMUSG00000081788","chr7",63542479,63544549,"+","Gm5898"
"ENSMUSG00000052040","ENSMUSG00000052040","chr7",63886351,63938915,"-","Klf13"
"ENSMUSG00000098708","ENSMUSG00000098708","chr7",63896533,63899698,"+","Gm27252"
"ENSMUSG00000095061","ENSMUSG00000095061","chr7",63916857,63920539,"+","E030018B13Rik"
"ENSMUSG00000030523","ENSMUSG00000030523","chr7",64153835,64269775,"+","Trpm1"
"ENSMUSG00000108645","ENSMUSG00000108645","chr7",64202089,64202524,"-","Gm44722"
"ENSMUSG00000030522","ENSMUSG00000030522","chr7",64287653,64340806,"+","Mtmr10"
"ENSMUSG00000092187","ENSMUSG00000092187","chr7",64337550,64345964,"-","Gm20457"
"ENSMUSG00000033458","ENSMUSG00000033458","chr7",64346758,64374095,"-","Fan1"
"ENSMUSG00000030521","ENSMUSG00000030521","chr7",64376527,64392268,"-","Mphosph10"
"ENSMUSG00000033429","ENSMUSG00000033429","chr7",64392607,64412125,"+","Mcee"
"ENSMUSG00000030519","ENSMUSG00000030519","chr7",64501706,64753878,"+","Apba2"
"ENSMUSG00000030518","ENSMUSG00000030518","chr7",64756091,65156570,"-","Fam189a1"
"ENSMUSG00000070520","ENSMUSG00000070520","chr7",64867052,64872997,"-","Nsmce3"
"ENSMUSG00000030516","ENSMUSG00000030516","chr7",65296165,65527781,"-","Tjp1"
"ENSMUSG00000030515","ENSMUSG00000030515","chr7",65644898,65692091,"+","Tarsl2"
"ENSMUSG00000078681","ENSMUSG00000078681","chr7",65691169,65701913,"+","Tm2d3"
"ENSMUSG00000093405","ENSMUSG00000093405","chr7",65861006,65861992,"-","Gm20684"
"ENSMUSG00000030513","ENSMUSG00000030513","chr7",65861734,66050386,"+","Pcsk6"
"ENSMUSG00000030512","ENSMUSG00000030512","chr7",66059003,66074587,"+","Snrpa1"
"ENSMUSG00000075701","ENSMUSG00000075701","chr7",66079649,66089405,"+","Selenos"
"ENSMUSG00000032640","ENSMUSG00000032640","chr7",66109515,66173798,"+","Chsy1"
"ENSMUSG00000015133","ENSMUSG00000015133","chr7",66226912,66388350,"-","Lrrk1"
"ENSMUSG00000015134","ENSMUSG00000015134","chr7",66390890,66427517,"-","Aldh1a3"
"ENSMUSG00000030509","ENSMUSG00000030509","chr7",66644565,66689596,"-","Asb7"
"ENSMUSG00000053091","ENSMUSG00000053091","chr7",66689889,66717256,"+","Lins1"
"ENSMUSG00000058145","ENSMUSG00000058145","chr7",66839735,67153171,"+","Adamts17"
"ENSMUSG00000043831","ENSMUSG00000043831","chr7",67222544,67307330,"+","Lysmd4"
"ENSMUSG00000030557","ENSMUSG00000030557","chr7",67231163,67372858,"-","Mef2a"
"ENSMUSG00000109539","ENSMUSG00000109539","chr7",67268906,67272242,"-","Gm44667"
"ENSMUSG00000030556","ENSMUSG00000030556","chr7",67513410,67645268,"-","Lrrc28"
"ENSMUSG00000109342","ENSMUSG00000109342","chr7",67593659,67594163,"+","Gm32983"
"ENSMUSG00000030555","ENSMUSG00000030555","chr7",67647410,67762912,"+","Ttc23"
"ENSMUSG00000109115","ENSMUSG00000109115","chr7",67679335,67681303,"-","Gm44669"
"ENSMUSG00000030554","ENSMUSG00000030554","chr7",67730160,67759742,"-","Synm"
"ENSMUSG00000005533","ENSMUSG00000005533","chr7",67952827,68233668,"+","Igf1r"
"ENSMUSG00000030553","ENSMUSG00000030553","chr7",68236610,68264233,"-","Pgpep1l"
"ENSMUSG00000074071","ENSMUSG00000074071","chr7",68273839,68363092,"+","Fam169b"
"ENSMUSG00000109096","ENSMUSG00000109096","chr7",68332989,68335529,"+","Gm44888"
"ENSMUSG00000086410","ENSMUSG00000086410","chr7",68338668,68353201,"-","Gm16158"
"ENSMUSG00000042659","ENSMUSG00000042659","chr7",68736995,68749241,"-","Arrdc4"
"ENSMUSG00000098246","ENSMUSG00000098246","chr7",69605842,69606840,"-","Gm7627"
"ENSMUSG00000030551","ENSMUSG00000030551","chr7",70351944,70366735,"-","Nr2f2"
"ENSMUSG00000032776","ENSMUSG00000032776","chr7",72077830,72306608,"-","Mctp2"
"ENSMUSG00000097530","ENSMUSG00000097530","chr7",72672818,72674278,"+","Kansl2-ps"
"ENSMUSG00000098035","ENSMUSG00000098035","chr7",72989154,72990153,"-","Gm5335"
"ENSMUSG00000070509","ENSMUSG00000070509","chr7",73375509,73419899,"+","Rgma"
"ENSMUSG00000108601","ENSMUSG00000108601","chr7",73422250,73423902,"+","Gm44645"
"ENSMUSG00000078671","ENSMUSG00000078671","chr7",73426638,73541830,"-","Chd2"
"ENSMUSG00000108741","ENSMUSG00000108741","chr7",73458597,73460633,"-","Gm44553"
"ENSMUSG00000108319","ENSMUSG00000108319","chr7",73498002,73499248,"-","Gm44552"
"ENSMUSG00000108812","ENSMUSG00000108812","chr7",73527266,73528725,"-","C130083A15Rik"
"ENSMUSG00000108563","ENSMUSG00000108563","chr7",73538013,73554801,"+","Gm44686"
"ENSMUSG00000101970","ENSMUSG00000101970","chr7",73539801,73558395,"-","1810026B05Rik"
"ENSMUSG00000108311","ENSMUSG00000108311","chr7",73630617,73638088,"+","Gm44737"
"ENSMUSG00000108550","ENSMUSG00000108550","chr7",73670299,73672390,"-","Gm44736"
"ENSMUSG00000108473","ENSMUSG00000108473","chr7",73676880,73678305,"-","Gm44739"
"ENSMUSG00000108337","ENSMUSG00000108337","chr7",73685494,73686601,"-","Gm4971"
"ENSMUSG00000091890","ENSMUSG00000091890","chr7",73737929,73741024,"-","A830073O21Rik"
"ENSMUSG00000078670","ENSMUSG00000078670","chr7",73740302,73776919,"+","Fam174b"
"ENSMUSG00000025789","ENSMUSG00000025789","chr7",73939119,74013690,"-","St8sia2"
"ENSMUSG00000025790","ENSMUSG00000025790","chr7",74275419,74554780,"-","Slco3a1"
"ENSMUSG00000066406","ENSMUSG00000066406","chr7",75455534,75754609,"+","Akap13"
"ENSMUSG00000097415","ENSMUSG00000097415","chr7",75769038,75782099,"-","AU020206"
"ENSMUSG00000055652","ENSMUSG00000055652","chr7",75848310,75874131,"+","Klhl25"
"ENSMUSG00000059146","ENSMUSG00000059146","chr7",78175959,78738012,"-","Ntrk3"
"ENSMUSG00000052629","ENSMUSG00000052629","chr7",78578830,78581038,"+","Gm9885"
"ENSMUSG00000030612","ENSMUSG00000030612","chr7",78775236,78783531,"-","Mrpl46"
"ENSMUSG00000108536","ENSMUSG00000108536","chr7",78777290,78778366,"-","Gm45059"
"ENSMUSG00000030611","ENSMUSG00000030611","chr7",78783119,78792989,"+","Mrps11"
"ENSMUSG00000030610","ENSMUSG00000030610","chr7",78821547,78847263,"-","Det1"
"ENSMUSG00000030609","ENSMUSG00000030609","chr7",78895854,78911209,"+","Aen"
"ENSMUSG00000039236","ENSMUSG00000039236","chr7",78913424,78920396,"+","Isg20"
"ENSMUSG00000030607","ENSMUSG00000030607","chr7",79053483,79115099,"+","Acan"
"ENSMUSG00000030606","ENSMUSG00000030606","chr7",79115102,79131018,"-","Hapln3"
"ENSMUSG00000030605","ENSMUSG00000030605","chr7",79133768,79149060,"-","Mfge8"
"ENSMUSG00000039202","ENSMUSG00000039202","chr7",79273199,79365508,"+","Abhd2"
"ENSMUSG00000108521","ENSMUSG00000108521","chr7",79277767,79280775,"+","Gm44639"
"ENSMUSG00000108460","ENSMUSG00000108460","chr7",79299025,79302926,"+","Gm39041"
"ENSMUSG00000039194","ENSMUSG00000039194","chr7",79374870,79387048,"-","Rlbp1"
"ENSMUSG00000039187","ENSMUSG00000039187","chr7",79391929,79450264,"+","Fanci"
"ENSMUSG00000039176","ENSMUSG00000039176","chr7",79446231,79466362,"-","Polg"
"ENSMUSG00000108599","ENSMUSG00000108599","chr7",79466409,79468535,"+","Gm10616"
"ENSMUSG00000097023","ENSMUSG00000097023","chr7",79500026,79534403,"+","Mir9-3hg"
"ENSMUSG00000103831","ENSMUSG00000103831","chr7",79516882,79518761,"+","Gm37608"
"ENSMUSG00000108616","ENSMUSG00000108616","chr7",79536043,79560033,"+","Gm35040"
"ENSMUSG00000030549","ENSMUSG00000030549","chr7",79593363,79617657,"-","Rhcg"
"ENSMUSG00000046591","ENSMUSG00000046591","chr7",79660196,79698148,"+","Ticrr"
"ENSMUSG00000050382","ENSMUSG00000050382","chr7",79698098,79715720,"-","Kif7"
"ENSMUSG00000039133","ENSMUSG00000039133","chr7",79710283,79712357,"+","9330171B17Rik"
"ENSMUSG00000030545","ENSMUSG00000030545","chr7",79735957,79743131,"-","Pex11a"
"ENSMUSG00000039099","ENSMUSG00000039099","chr7",79743163,79785950,"+","Wdr93"
"ENSMUSG00000030543","ENSMUSG00000030543","chr7",79810727,79813439,"+","Mesp2"
"ENSMUSG00000039062","ENSMUSG00000039062","chr7",79821803,79861059,"-","Anpep"
"ENSMUSG00000063801","ENSMUSG00000063801","chr7",79875325,79920649,"-","Ap3s2"
"ENSMUSG00000097685","ENSMUSG00000097685","chr7",79916937,79920641,"+","Gm26646"
"ENSMUSG00000097699","ENSMUSG00000097699","chr7",79920723,79922521,"+","5430400D12Rik"
"ENSMUSG00000108350","ENSMUSG00000108350","chr7",79922572,79924867,"-","Gm44950"
"ENSMUSG00000039043","ENSMUSG00000039043","chr7",79925361,79935359,"-","Arpin"
"ENSMUSG00000048897","ENSMUSG00000048897","chr7",80024814,80094173,"+","Zfp710"
"ENSMUSG00000108365","ENSMUSG00000108365","chr7",80036705,80038728,"+","Gm44951"
"ENSMUSG00000108655","ENSMUSG00000108655","chr7",80088982,80090431,"-","Gm44949"
"ENSMUSG00000030541","ENSMUSG00000030541","chr7",80094846,80115392,"-","Idh2"
"ENSMUSG00000108494","ENSMUSG00000108494","chr7",80110804,80112634,"-","Gm45203"
"ENSMUSG00000030539","ENSMUSG00000030539","chr7",80186841,80226527,"+","Sema4b"
"ENSMUSG00000108389","ENSMUSG00000108389","chr7",80209394,80211678,"+","Gm45206"
"ENSMUSG00000030538","ENSMUSG00000030538","chr7",80227147,80232813,"-","Cib1"
"ENSMUSG00000050973","ENSMUSG00000050973","chr7",80232865,80242061,"+","Gdpgp1"
"ENSMUSG00000045467","ENSMUSG00000045467","chr7",80246376,80260821,"+","Ttll13"
"ENSMUSG00000047084","ENSMUSG00000047084","chr7",80261215,80265374,"+","Ngrn"
"ENSMUSG00000030534","ENSMUSG00000030534","chr7",80269649,80291754,"+","Vps33b"
"ENSMUSG00000038930","ENSMUSG00000038930","chr7",80293229,80324454,"-","Rccd1"
"ENSMUSG00000038943","ENSMUSG00000038943","chr7",80294450,80316259,"+","Prc1"
"ENSMUSG00000030533","ENSMUSG00000030533","chr7",80325292,80347993,"-","Unc45a"
"ENSMUSG00000030532","ENSMUSG00000030532","chr7",80343104,80350547,"+","Hddc3"
"ENSMUSG00000038886","ENSMUSG00000038886","chr7",80349097,80371375,"-","Man2a2"
"ENSMUSG00000053158","ENSMUSG00000053158","chr7",80377756,80387946,"-","Fes"
"ENSMUSG00000030530","ENSMUSG00000030530","chr7",80388585,80405436,"-","Furin"
